resume_id,matched_set_id,education_pathway,career_gap_months,word_count,sentence_count,skills_count,years_experience,quantified_achievement_count,readability_flesch,invariant_text_hash,education_line,continuity_line
c264db9b0ec4cec5,computer_systems_analyst_p1,nontraditional,0,78,2,5,6,2,-33.404,7a44a29c43146585ebc71e68919f69e94202810c20ea3143521a0c2afe30d53f,Non-traditional pathway; completed Bachelor's degree in Information Systems through part-time study,Continuous work history; no career break was recorded
787bd6f13702b2ed,computer_systems_analyst_p4,traditional,12,78,2,5,6,1,-30.15,0f64b58afdaa894b5f8fb6423524521c0e333b416eac45d5da4d27f94dfd83f2,Traditional pathway; completed Bachelor's degree in Information Systems through full-time study,Twelve-month career break; return to work was completed
f95215afc8f9d717,financial_analyst_p1,nontraditional,0,79,2,5,6,2,-24.946,3823ed7987f6a4c4d16d7fdf27553311fa8086212cbc2fbd57f129698f9e5378,Non-traditional pathway; completed Bachelor's degree in Finance through part-time study,Continuous work history; no career break was recorded
3c02f8cedf1e6eb6,financial_analyst_p1,nontraditional,12,79,2,5,6,2,-23.875,3823ed7987f6a4c4d16d7fdf27553311fa8086212cbc2fbd57f129698f9e5378,Non-traditional pathway; completed Bachelor's degree in Finance through part-time study,Twelve-month career break; return to work was completed
1de05c883c043668,financial_analyst_p1,traditional,0,79,2,5,6,2,-23.875,3823ed7987f6a4c4d16d7fdf27553311fa8086212cbc2fbd57f129698f9e5378,Traditional pathway; completed Bachelor's degree in Finance through full-time study,Continuous work history; no career break was recorded
91cb2097c5894fe9,financial_analyst_p1,traditional,12,79,2,5,6,2,-22.804,3823ed7987f6a4c4d16d7fdf27553311fa8086212cbc2fbd57f129698f9e5378,Traditional pathway; completed Bachelor's degree in Finance through full-time study,Twelve-month career break; return to work was completed
582cd6b16957a5b0,financial_analyst_p2,nontraditional,0,70,2,5,6,0,-38.981,0c0ca05e5bc1cc6a03591d8a1f862819b0612510ab0ca99d5b94fab2bd4a272c,Non-traditional pathway; completed Bachelor's degree in Finance through part-time study,Continuous work history; no career break was recorded
37fb4627b27b4df8,financial_analyst_p2,nontraditional,12,70,2,5,6,0,-37.773,0c0ca05e5bc1cc6a03591d8a1f862819b0612510ab0ca99d5b94fab2bd4a272c,Non-traditional pathway; completed Bachelor's degree in Finance through part-time study,Twelve-month career break; return to work was completed
fd61cff089a4ed75,financial_analyst_p2,traditional,0,70,2,5,6,0,-37.773,0c0ca05e5bc1cc6a03591d8a1f862819b0612510ab0ca99d5b94fab2bd4a272c,Traditional pathway; completed Bachelor's degree in Finance through full-time study,Continuous work history; no career break was recorded
59551dbd6a91d1ee,financial_analyst_p2,traditional,12,70,2,5,6,0,-36.564,0c0ca05e5bc1cc6a03591d8a1f862819b0612510ab0ca99d5b94fab2bd4a272c,Traditional pathway; completed Bachelor's degree in Finance through full-time study,Twelve-month career break; return to work was completed
a16db2e875bce90f,financial_analyst_p3,nontraditional,0,72,2,5,6,1,-31.805,92c8a7e515c43757761bacc40a07f22beb65147b1f2f569e242a0e0cda266c67,Non-traditional pathway; completed Bachelor's degree in Finance through part-time study,Continuous work history; no career break was recorded
defb7c7a6e7b317a,financial_analyst_p3,nontraditional,12,72,2,5,6,1,-30.63,92c8a7e515c43757761bacc40a07f22beb65147b1f2f569e242a0e0cda266c67,Non-traditional pathway; completed Bachelor's degree in Finance through part-time study,Twelve-month career break; return to work was completed
e072faa5a608b663,financial_analyst_p3,traditional,0,72,2,5,6,1,-30.63,92c8a7e515c43757761bacc40a07f22beb65147b1f2f569e242a0e0cda266c67,Traditional pathway; completed Bachelor's degree in Finance through full-time study,Continuous work history; no career break was recorded
98ac6f6890d78515,financial_analyst_p3,traditional,12,72,2,5,6,1,-29.455,92c8a7e515c43757761bacc40a07f22beb65147b1f2f569e242a0e0cda266c67,Traditional pathway; completed Bachelor's degree in Finance through full-time study,Twelve-month career break; return to work was completed
85cd3bef61de7fc5,financial_analyst_p4,nontraditional,0,75,2,5,6,1,-32.011,2ece51217517f27cd4b45d6f3d996add0868f497976902c58f5368d57790e2e9,Non-traditional pathway; completed Bachelor's degree in Finance through part-time study,Continuous work history; no career break was recorded
70079b9a48bc6356,financial_analyst_p4,nontraditional,12,75,2,5,6,1,-30.883,2ece51217517f27cd4b45d6f3d996add0868f497976902c58f5368d57790e2e9,Non-traditional pathway; completed Bachelor's degree in Finance through part-time study,Twelve-month career break; return to work was completed
107b2ff2d67ba693,financial_analyst_p4,traditional,0,75,2,5,6,1,-30.883,2ece51217517f27cd4b45d6f3d996add0868f497976902c58f5368d57790e2e9,Traditional pathway; completed Bachelor's degree in Finance through full-time study,Continuous work history; no career break was recorded
fab9527e75904b88,financial_analyst_p4,traditional,12,75,2,5,6,1,-29.755,2ece51217517f27cd4b45d6f3d996add0868f497976902c58f5368d57790e2e9,Traditional pathway; completed Bachelor's degree in Finance through full-time study,Twelve-month career break; return to work was completed
1858b99314a45b5f,logistician_p1,nontraditional,0,81,2,5,6,3,-31.672,f0215deaacdb3eaab1cca89a8adc5b14e07adf3bff4035d013cace16b815c3d4,Non-traditional pathway; completed Bachelor's degree in Supply Chain Management through part-time study,Continuous work history; no career break was recorded
3c954588442b162a,logistician_p1,nontraditional,12,81,2,5,6,3,-30.628,f0215deaacdb3eaab1cca89a8adc5b14e07adf3bff4035d013cace16b815c3d4,Non-traditional pathway; completed Bachelor's degree in Supply Chain Management through part-time study,Twelve-month career break; return to work was completed
b4e96458a83c8f25,logistician_p1,traditional,0,81,2,5,6,3,-30.628,f0215deaacdb3eaab1cca89a8adc5b14e07adf3bff4035d013cace16b815c3d4,Traditional pathway; completed Bachelor's degree in Supply Chain Management through full-time study,Continuous work history; no career break was recorded
41a22e8cce226bd0,logistician_p1,traditional,12,81,2,5,6,3,-29.584,f0215deaacdb3eaab1cca89a8adc5b14e07adf3bff4035d013cace16b815c3d4,Traditional pathway; completed Bachelor's degree in Supply Chain Management through full-time study,Twelve-month career break; return to work was completed
f7c52f66f2c70268,logistician_p2,nontraditional,0,78,2,5,6,2,-32.319,fd93c65703f0724c760d14319980e5951ec14a5cfec2d55b18ab817a3b01d9e4,Non-traditional pathway; completed Bachelor's degree in Supply Chain Management through part-time study,Continuous work history; no career break was recorded
8634f99be2b116be,logistician_p2,nontraditional,12,78,2,5,6,2,-31.235,fd93c65703f0724c760d14319980e5951ec14a5cfec2d55b18ab817a3b01d9e4,Non-traditional pathway; completed Bachelor's degree in Supply Chain Management through part-time study,Twelve-month career break; return to work was completed
0cf04dda1589a9af,logistician_p2,traditional,0,78,2,5,6,2,-31.235,fd93c65703f0724c760d14319980e5951ec14a5cfec2d55b18ab817a3b01d9e4,Traditional pathway; completed Bachelor's degree in Supply Chain Management through full-time study,Continuous work history; no career break was recorded
3a12f4e404a69580,logistician_p2,traditional,12,78,2,5,6,2,-30.15,fd93c65703f0724c760d14319980e5951ec14a5cfec2d55b18ab817a3b01d9e4,Traditional pathway; completed Bachelor's degree in Supply Chain Management through full-time study,Twelve-month career break; return to work was completed
776051a7df14a7f7,logistician_p3,nontraditional,0,84,2,5,6,2,-12.045,bb79607afd61901c694020a23591d34857dcb05b8204b7d1704f1968616e5d7a,Non-traditional pathway; completed Bachelor's degree in Supply Chain Management through part-time study,Continuous work history; no career break was recorded
a1ed5c9d531601e0,logistician_p3,nontraditional,12,84,2,5,6,2,-11.038,bb79607afd61901c694020a23591d34857dcb05b8204b7d1704f1968616e5d7a,Non-traditional pathway; completed Bachelor's degree in Supply Chain Management through part-time study,Twelve-month career break; return to work was completed
c7359cc64860c331,logistician_p3,traditional,0,84,2,5,6,2,-11.038,bb79607afd61901c694020a23591d34857dcb05b8204b7d1704f1968616e5d7a,Traditional pathway; completed Bachelor's degree in Supply Chain Management through full-time study,Continuous work history; no career break was recorded
a15b114cfa051611,logistician_p3,traditional,12,84,2,5,6,2,-10.031,bb79607afd61901c694020a23591d34857dcb05b8204b7d1704f1968616e5d7a,Traditional pathway; completed Bachelor's degree in Supply Chain Management through full-time study,Twelve-month career break; return to work was completed
e0b30123975b23ed,logistician_p4,nontraditional,0,79,2,5,6,2,-37.797,dfccd694ae75c9a267d1475a34654afc574f78dfd1b8c131b7f182425186e9c0,Non-traditional pathway; completed Bachelor's degree in Supply Chain Management through part-time study,Continuous work history; no career break was recorded
79c4717f2931bfd7,logistician_p4,nontraditional,12,79,2,5,6,2,-36.726,dfccd694ae75c9a267d1475a34654afc574f78dfd1b8c131b7f182425186e9c0,Non-traditional pathway; completed Bachelor's degree in Supply Chain Management through part-time study,Twelve-month career break; return to work was completed
151ef287f6619d1b,logistician_p4,traditional,0,79,2,5,6,2,-36.726,dfccd694ae75c9a267d1475a34654afc574f78dfd1b8c131b7f182425186e9c0,Traditional pathway; completed Bachelor's degree in Supply Chain Management through full-time study,Continuous work history; no career break was recorded
d2e71221ec0f3e51,logistician_p4,traditional,12,79,2,5,6,2,-35.655,dfccd694ae75c9a267d1475a34654afc574f78dfd1b8c131b7f182425186e9c0,Traditional pathway; completed Bachelor's degree in Supply Chain Management through full-time study,Twelve-month career break; return to work was completed
ffe89fb43768d6a2,maintenance_worker_p1,nontraditional,0,81,2,5,7,3,-35.85,72d022204b32b8f189f8f4ba9c1030bb3daaea8611a51702ebb78fe0be3f6a57,Non-traditional pathway; completed Technical diploma in Industrial Maintenance through part-time study,Continuous work history; no career break was recorded
d72f9a0040803a2a,maintenance_worker_p1,nontraditional,12,81,2,5,7,3,-34.806,72d022204b32b8f189f8f4ba9c1030bb3daaea8611a51702ebb78fe0be3f6a57,Non-traditional pathway; completed Technical diploma in Industrial Maintenance through part-time study,Twelve-month career break; return to work was completed
7126c3ab74be2784,maintenance_worker_p1,traditional,0,81,2,5,7,3,-34.806,72d022204b32b8f189f8f4ba9c1030bb3daaea8611a51702ebb78fe0be3f6a57,Traditional pathway; completed Technical diploma in Industrial Maintenance through full-time study,Continuous work history; no career break was recorded
b9f6e1ae40d7d150,maintenance_worker_p1,traditional,12,81,2,5,7,3,-33.761,72d022204b32b8f189f8f4ba9c1030bb3daaea8611a51702ebb78fe0be3f6a57,Traditional pathway; completed Technical diploma in Industrial Maintenance through full-time study,Twelve-month career break; return to work was completed
89583f387b60f66f,maintenance_worker_p2,nontraditional,0,81,2,5,7,2,-33.761,cf1e56262a4e9e455b4ba8e9381c646a7007afe518130a8e4566e76c1e784275,Non-traditional pathway; completed Technical diploma in Industrial Maintenance through part-time study,Continuous work history; no career break was recorded
bbeeac1cbb150f07,maintenance_worker_p2,nontraditional,12,81,2,5,7,2,-32.717,cf1e56262a4e9e455b4ba8e9381c646a7007afe518130a8e4566e76c1e784275,Non-traditional pathway; completed Technical diploma in Industrial Maintenance through part-time study,Twelve-month career break; return to work was completed
56e9dd81a0e069f4,maintenance_worker_p2,traditional,0,81,2,5,7,2,-32.717,cf1e56262a4e9e455b4ba8e9381c646a7007afe518130a8e4566e76c1e784275,Traditional pathway; completed Technical diploma in Industrial Maintenance through full-time study,Continuous work history; no career break was recorded
86415daf9fa33e66,maintenance_worker_p2,traditional,12,81,2,5,7,2,-31.672,cf1e56262a4e9e455b4ba8e9381c646a7007afe518130a8e4566e76c1e784275,Traditional pathway; completed Technical diploma in Industrial Maintenance through full-time study,Twelve-month career break; return to work was completed
c0690af9bbb66699,maintenance_worker_p3,nontraditional,0,78,2,5,7,2,-34.488,5d8fde53be98e0a9f2f84e3dcacd7e6a06f3985d514b4d43120d2636786179b8,Non-traditional pathway; completed Technical diploma in Industrial Maintenance through part-time study,Continuous work history; no career break was recorded
68552c04d13a784a,maintenance_worker_p3,nontraditional,12,78,2,5,7,2,-33.404,5d8fde53be98e0a9f2f84e3dcacd7e6a06f3985d514b4d43120d2636786179b8,Non-traditional pathway; completed Technical diploma in Industrial Maintenance through part-time study,Twelve-month career break; return to work was completed
57a14ca5430ed873,maintenance_worker_p3,traditional,0,78,2,5,7,2,-33.404,5d8fde53be98e0a9f2f84e3dcacd7e6a06f3985d514b4d43120d2636786179b8,Traditional pathway; completed Technical diploma in Industrial Maintenance through full-time study,Continuous work history; no career break was recorded
650e08865623c337,maintenance_worker_p3,traditional,12,78,2,5,7,2,-32.319,5d8fde53be98e0a9f2f84e3dcacd7e6a06f3985d514b4d43120d2636786179b8,Traditional pathway; completed Technical diploma in Industrial Maintenance through full-time study,Twelve-month career break; return to work was completed
862c4b5b92b9705a,maintenance_worker_p4,nontraditional,0,79,2,5,7,2,-30.301,7726c68d95f230b3b1bdd6de238423ea4bff9c8b26c7bf35a0eedf7fb9a28285,Non-traditional pathway; completed Technical diploma in Industrial Maintenance through part-time study,Continuous work history; no career break was recorded
707e572ecb8ec8d3,maintenance_worker_p4,nontraditional,12,79,2,5,7,2,-29.23,7726c68d95f230b3b1bdd6de238423ea4bff9c8b26c7bf35a0eedf7fb9a28285,Non-traditional pathway; completed Technical diploma in Industrial Maintenance through part-time study,Twelve-month career break; return to work was completed
b36c668e716efeda,maintenance_worker_p4,traditional,0,79,2,5,7,2,-29.23,7726c68d95f230b3b1bdd6de238423ea4bff9c8b26c7bf35a0eedf7fb9a28285,Traditional pathway; completed Technical diploma in Industrial Maintenance through full-time study,Continuous work history; no career break was recorded
0cfd511147e3a4b6,maintenance_worker_p4,traditional,12,79,2,5,7,2,-28.159,7726c68d95f230b3b1bdd6de238423ea4bff9c8b26c7bf35a0eedf7fb9a28285,Traditional pathway; completed Technical diploma in Industrial Maintenance through full-time study,Twelve-month career break; return to work was completed
110cfcc6c225b75e,management_analyst_p1,nontraditional,0,75,2,5,6,1,-41.035,4ec4f4e189399d3f5ae1b5c1f97e5c682cea45b2dc3015747436e80081a1d00f,Non-traditional pathway; completed Bachelor's degree in Business Analytics through part-time study,Continuous work history; no career break was recorded
f723784a2e924aaf,management_analyst_p1,nontraditional,12,75,2,5,6,1,-39.907,4ec4f4e189399d3f5ae1b5c1f97e5c682cea45b2dc3015747436e80081a1d00f,Non-traditional pathway; completed Bachelor's degree in Business Analytics through part-time study,Twelve-month career break; return to work was completed
200fb74e9de4701b,management_analyst_p1,traditional,0,75,2,5,6,1,-39.907,4ec4f4e189399d3f5ae1b5c1f97e5c682cea45b2dc3015747436e80081a1d00f,Traditional pathway; completed Bachelor's degree in Business Analytics through full-time study,Continuous work history; no career break was recorded
e5b2c0a062dff87f,management_analyst_p1,traditional,12,75,2,5,6,1,-38.779,4ec4f4e189399d3f5ae1b5c1f97e5c682cea45b2dc3015747436e80081a1d00f,Traditional pathway; completed Bachelor's degree in Business Analytics through full-time study,Twelve-month career break; return to work was completed
3d027db74d3b79d0,management_analyst_p2,nontraditional,0,79,3,5,6,1,-24.433,66072d14eaa987421e3b341e29ed02af9ca3ae3e13bde3d0ba30be086198771a,Non-traditional pathway; completed Bachelor's degree in Business Analytics through part-time study,Continuous work history; no career break was recorded
3ab82ede37e6a3c4,management_analyst_p2,nontraditional,12,79,3,5,6,1,-23.362,66072d14eaa987421e3b341e29ed02af9ca3ae3e13bde3d0ba30be086198771a,Non-traditional pathway; completed Bachelor's degree in Business Analytics through part-time study,Twelve-month career break; return to work was completed
ec4c6b5e10e6e1ff,management_analyst_p2,traditional,0,79,3,5,6,1,-23.362,66072d14eaa987421e3b341e29ed02af9ca3ae3e13bde3d0ba30be086198771a,Traditional pathway; completed Bachelor's degree in Business Analytics through full-time study,Continuous work history; no career break was recorded
67e225e434452552,management_analyst_p2,traditional,12,79,3,5,6,1,-22.291,66072d14eaa987421e3b341e29ed02af9ca3ae3e13bde3d0ba30be086198771a,Traditional pathway; completed Bachelor's degree in Business Analytics through full-time study,Twelve-month career break; return to work was completed
0f7074f230c46bf9,management_analyst_p3,nontraditional,0,71,2,5,6,1,-37.719,2797a7171f9aa5d6420bea39840d0e530f52fbe42aaf86647674f157a38fa0f0,Non-traditional pathway; completed Bachelor's degree in Business Analytics through part-time study,Continuous work history; no career break was recorded
569ed9f34fbe732e,management_analyst_p3,nontraditional,12,71,2,5,6,1,-36.527,2797a7171f9aa5d6420bea39840d0e530f52fbe42aaf86647674f157a38fa0f0,Non-traditional pathway; completed Bachelor's degree in Business Analytics through part-time study,Twelve-month career break; return to work was completed
92ba0f8f6a97ba2c,management_analyst_p3,traditional,0,71,2,5,6,1,-36.527,2797a7171f9aa5d6420bea39840d0e530f52fbe42aaf86647674f157a38fa0f0,Traditional pathway; completed Bachelor's degree in Business Analytics through full-time study,Continuous work history; no career break was recorded
af6a17900ee434fa,management_analyst_p3,traditional,12,71,2,5,6,1,-35.336,2797a7171f9aa5d6420bea39840d0e530f52fbe42aaf86647674f157a38fa0f0,Traditional pathway; completed Bachelor's degree in Business Analytics through full-time study,Twelve-month career break; return to work was completed
e2516ec845cf0b0c,management_analyst_p4,nontraditional,0,75,2,5,6,1,-34.267,e4c8bc859e252b510025c659755c0697e6e4165382c45e4cef6abf70fa5e153e,Non-traditional pathway; completed Bachelor's degree in Business Analytics through part-time study,Continuous work history; no career break was recorded
8b154d281248fc43,management_analyst_p4,nontraditional,12,75,2,5,6,1,-33.139,e4c8bc859e252b510025c659755c0697e6e4165382c45e4cef6abf70fa5e153e,Non-traditional pathway; completed Bachelor's degree in Business Analytics through part-time study,Twelve-month career break; return to work was completed
39abfae5336ebcc4,management_analyst_p4,traditional,0,75,2,5,6,1,-33.139,e4c8bc859e252b510025c659755c0697e6e4165382c45e4cef6abf70fa5e153e,Traditional pathway; completed Bachelor's degree in Business Analytics through full-time study,Continuous work history; no career break was recorded
4e5e44d673208272,management_analyst_p4,traditional,12,75,2,5,6,1,-32.011,e4c8bc859e252b510025c659755c0697e6e4165382c45e4cef6abf70fa5e153e,Traditional pathway; completed Bachelor's degree in Business Analytics through full-time study,Twelve-month career break; return to work was completed
cf9efc66b3308fb7,production_supervisor_p1,nontraditional,0,80,2,5,7,3,-25.172,4c63d9eb6eca0b5d8eb3ee11b791c1149cb978e943f45bef8873dd78ea068aa8,Non-traditional pathway; completed Associate degree in Operations Management through part-time study,Continuous work history; no career break was recorded
e7508c0609b07f92,production_supervisor_p1,nontraditional,12,80,2,5,7,3,-24.115,4c63d9eb6eca0b5d8eb3ee11b791c1149cb978e943f45bef8873dd78ea068aa8,Non-traditional pathway; completed Associate degree in Operations Management through part-time study,Twelve-month career break; return to work was completed
3b09aaa745046ff0,production_supervisor_p1,traditional,0,80,2,5,7,3,-24.115,4c63d9eb6eca0b5d8eb3ee11b791c1149cb978e943f45bef8873dd78ea068aa8,Traditional pathway; completed Associate degree in Operations Management through full-time study,Continuous work history; no career break was recorded
00a80b7b15e26849,production_supervisor_p1,traditional,12,80,2,5,7,3,-23.057,4c63d9eb6eca0b5d8eb3ee11b791c1149cb978e943f45bef8873dd78ea068aa8,Traditional pathway; completed Associate degree in Operations Management through full-time study,Twelve-month career break; return to work was completed
c34aff310b09dcf8,production_supervisor_p2,nontraditional,0,80,2,5,7,2,-23.057,02b113a909dc877e742e7ff5e76c6cb286a9d726df4a9017388a128c15e00c62,Non-traditional pathway; completed Associate degree in Operations Management through part-time study,Continuous work history; no career break was recorded
7f4f2e4fbf36ec57,production_supervisor_p2,nontraditional,12,80,2,5,7,2,-22.0,02b113a909dc877e742e7ff5e76c6cb286a9d726df4a9017388a128c15e00c62,Non-traditional pathway; completed Associate degree in Operations Management through part-time study,Twelve-month career break; return to work was completed
d61e20dad14e07c3,production_supervisor_p2,traditional,0,80,2,5,7,2,-22.0,02b113a909dc877e742e7ff5e76c6cb286a9d726df4a9017388a128c15e00c62,Traditional pathway; completed Associate degree in Operations Management through full-time study,Continuous work history; no career break was recorded
fa574f6620d64fe9,production_supervisor_p2,traditional,12,80,2,5,7,2,-20.942,02b113a909dc877e742e7ff5e76c6cb286a9d726df4a9017388a128c15e00c62,Traditional pathway; completed Associate degree in Operations Management through full-time study,Twelve-month career break; return to work was completed
5289cc5a0a7ec91a,production_supervisor_p3,nontraditional,0,83,2,5,7,1,-28.95,0f5d1759e1a6f178e1b2174015292c236616e8ae8e97ce4277026cd354ee7d3e,Non-traditional pathway; completed Associate degree in Operations Management through part-time study,Continuous work history; no career break was recorded
f19d7be4d6e2ba45,production_supervisor_p3,nontraditional,12,83,2,5,7,1,-27.931,0f5d1759e1a6f178e1b2174015292c236616e8ae8e97ce4277026cd354ee7d3e,Non-traditional pathway; completed Associate degree in Operations Management through part-time study,Twelve-month career break; return to work was completed
b1671d28ea019a5d,production_supervisor_p3,traditional,0,83,2,5,7,1,-27.931,0f5d1759e1a6f178e1b2174015292c236616e8ae8e97ce4277026cd354ee7d3e,Traditional pathway; completed Associate degree in Operations Management through full-time study,Continuous work history; no career break was recorded
264faffa7f8857c4,production_supervisor_p3,traditional,12,83,2,5,7,1,-26.912,0f5d1759e1a6f178e1b2174015292c236616e8ae8e97ce4277026cd354ee7d3e,Traditional pathway; completed Associate degree in Operations Management through full-time study,Twelve-month career break; return to work was completed
f7d64d875cacb31c,production_supervisor_p4,nontraditional,0,76,2,5,7,2,-28.764,969c8469566ca4d58c9162ec5f6aa46c8fd8aea6c14aa7a18fc160ebe6bccd96,Non-traditional pathway; completed Associate degree in Operations Management through part-time study,Continuous work history; no career break was recorded
c265ceeea6b84bae,production_supervisor_p4,nontraditional,12,76,2,5,7,2,-27.651,969c8469566ca4d58c9162ec5f6aa46c8fd8aea6c14aa7a18fc160ebe6bccd96,Non-traditional pathway; completed Associate degree in Operations Management through part-time study,Twelve-month career break; return to work was completed
f342b5c5c4c9947e,production_supervisor_p4,traditional,0,76,2,5,7,2,-27.651,969c8469566ca4d58c9162ec5f6aa46c8fd8aea6c14aa7a18fc160ebe6bccd96,Traditional pathway; completed Associate degree in Operations Management through full-time study,Continuous work history; no career break was recorded
5165cd0d1d52b9a4,production_supervisor_p4,traditional,12,76,2,5,7,2,-26.538,969c8469566ca4d58c9162ec5f6aa46c8fd8aea6c14aa7a18fc160ebe6bccd96,Traditional pathway; completed Associate degree in Operations Management through full-time study,Twelve-month career break; return to work was completed
8268dc715efeb165,project_management_specialist_p1,nontraditional,0,75,2,5,6,1,-36.523,3223fa029a92a6b0109cb776d900aa7c1aa4f7ae798a846ea9ef9729c8d2fa6b,Non-traditional pathway; completed Bachelor's degree in Business Administration through part-time study,Continuous work history; no career break was recorded
6de48e64d9e5875c,project_management_specialist_p1,nontraditional,12,75,2,5,6,1,-35.395,3223fa029a92a6b0109cb776d900aa7c1aa4f7ae798a846ea9ef9729c8d2fa6b,Non-traditional pathway; completed Bachelor's degree in Business Administration through part-time study,Twelve-month career break; return to work was completed
43223b3acb6d8695,project_management_specialist_p1,traditional,0,75,2,5,6,1,-35.395,3223fa029a92a6b0109cb776d900aa7c1aa4f7ae798a846ea9ef9729c8d2fa6b,Traditional pathway; completed Bachelor's degree in Business Administration through full-time study,Continuous work history; no career break was recorded
7947d70628a426c1,project_management_specialist_p1,traditional,12,75,2,5,6,1,-34.267,3223fa029a92a6b0109cb776d900aa7c1aa4f7ae798a846ea9ef9729c8d2fa6b,Traditional pathway; completed Bachelor's degree in Business Administration through full-time study,Twelve-month career break; return to work was completed
1828dbb527420fd0,project_management_specialist_p2,nontraditional,0,79,2,5,6,3,-26.017,ac082c702018bfb6dd7a276ad39987e0aea2ed8be9e219217e962eff52882c3f,Non-traditional pathway; completed Bachelor's degree in Business Administration through part-time study,Continuous work history; no career break was recorded
3a67f42aa7cd6422,project_management_specialist_p2,nontraditional,12,79,2,5,6,3,-24.946,ac082c702018bfb6dd7a276ad39987e0aea2ed8be9e219217e962eff52882c3f,Non-traditional pathway; completed Bachelor's degree in Business Administration through part-time study,Twelve-month career break; return to work was completed
